Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Bulgaria,Faso,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Morocco,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Sweden,Switzerland,Tajikistan,Tanzania,Thailand,Togo,Tunisia,Turkey,US,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,World,Yemen,Zambia,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Bulgaria,Faso,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Morocco,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Sweden,Switzerland,Tajikistan,Tanzania,Thailand,Togo,Tunisia,Turkey,US,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,World,Yemen,Zambia
2020/6/11,405,34,732,51,,735,227,102,673,102,11,31,1012,288,9629,,512,161,39680,167,53,212,8038,,72,2475,4645,1439,12,41,106,83,18,330,593,13,34,550,3720,1342,64,12,69,35,324,29322,22,13,8752,48,183,316,23,12,12,58,290,551,10,8102,1959,8506,426,1695,299,34114,10,922,67,89,276,31,275,26,26,30,31,,74,110,10,,118,96,71,10,15357,371,211,15,6061,22,55,65,382,164,239,84,2356,413,11,5903,1027,1206,1497,66,1360,6350,42,12,819,52,251,50,25,28,109,85,1210,19,27136,11,401,4795,1936,48,21,58,13,49,4746,112935,841,284,41213,23,19,23,416670,129,10,34,732,51,,735,227,102,673,102,11,31,1012,288,9629,,512,161,39680,167,53,212,8038,,72,2475,4645,1439,12,41,106,83,18,330,593,13,34,550,3720,1342,64,12,69,35,324,29322,22,13,8752,48,183,316,23,12,12,58,290,551,10,8102,1959,8506,426,1695,299,34114,10,922,67,89,276,31,275,26,26,30,31,,74,110,10,,118,96,71,10,15357,371,211,15,6061,22,55,65,382,164,239,84,2356,413,11,5903,1027,1206,1497,66,1360,6350,42,12,819,52,251,50,25,28,109,85,1210,19,27136,11,401,4795,1936,48,21,58,13,49,4746,112935,841,284,41213,23,19,23,416670,129,10
2020/6/12,426,35,741,51,,765,245,102,674,108,11,34,1049,293,9636,,533,161,40919,168,53,212,8071,,72,2648,4645,1505,12,41,106,84,18,328,593,13,37,561,3720,1377,68,12,69,40,325,29349,23,13,8772,48,183,334,23,12,12,64,294,553,10,8498,2000,8584,457,1703,300,34167,10,922,67,92,277,31,279,26,26,31,31,,74,110,10,,118,97,74,10,15944,375,211,15,6063,22,55,65,387,169,242,89,2463,418,11,6088,1036,1215,1504,69,1369,6522,42,12,857,55,252,50,25,28,109,85,1284,24,27136,11,413,4814,1937,49,21,58,13,49,4763,113823,864,286,41364,23,19,23,421461,136,10,35,741,51,,765,245,102,674,108,11,34,1049,293,9636,,533,161,40919,168,53,212,8071,,72,2648,4645,1505,12,41,106,84,18,328,593,13,37,561,3720,1377,68,12,69,40,325,29349,23,13,8772,48,183,334,23,12,12,64,294,553,10,8498,2000,8584,457,1703,300,34167,10,922,67,92,277,31,279,26,26,31,31,,74,110,10,,118,97,74,10,15944,375,211,15,6063,22,55,65,387,169,242,89,2463,418,11,6088,1036,1215,1504,69,1369,6522,42,12,857,55,252,50,25,28,109,85,1284,24,27136,11,413,4814,1937,49,21,58,13,49,4763,113823,864,286,41364,23,19,23,421461,136,10
2020/6/13,446,36,751,51,,785,258,102,675,113,11,36,1095,298,9646,,559,163,41828,172,53,212,8125,,72,2870,4645,1562,12,45,107,84,18,329,594,13,38,568,3828,1422,68,12,69,47,325,29377,23,13,8783,48,183,351,24,15,12,64,306,555,10,8884,2048,8659,496,1705,300,34223,10,924,70,96,277,31,285,26,27,31,32,,74,110,10,,119,101,81,10,16448,385,212,16,6072,22,55,65,399,171,242,96,2463,421,11,6088,1052,1222,1505,70,1380,6705,42,12,893,56,252,51,25,28,109,85,1354,24,27136,11,433,4854,1938,49,21,58,13,49,4778,114669,880,287,41566,23,19,23,425780,139,10,36,751,51,,785,258,102,675,113,11,36,1095,298,9646,,559,163,41828,172,53,212,8125,,72,2870,4645,1562,12,45,107,84,18,329,594,13,38,568,3828,1422,68,12,69,47,325,29377,23,13,8783,48,183,351,24,15,12,64,306,555,10,8884,2048,8659,496,1705,300,34223,10,924,70,96,277,31,285,26,27,31,32,,74,110,10,,119,101,81,10,16448,385,212,16,6072,22,55,65,399,171,242,96,2463,421,11,6088,1052,1222,1505,70,1380,6705,42,12,893,56,252,51,25,28,109,85,1354,24,27136,11,433,4854,1938,49,21,58,13,49,4778,114669,880,287,41566,23,19,23,425780,139,10
2020/6/14,451,36,760,51,,815,264,102,677,115,11,37,1139,303,9650,,585,163,42720,172,53,212,8183,,72,3101,4645,1623,12,45,107,84,18,328,597,13,41,577,3874,1484,72,12,69,55,325,29401,23,14,8793,48,183,367,25,15,12,70,310,559,10,9195,2091,8730,549,1705,300,34301,10,927,73,100,277,32,289,27,28,32,32,,75,110,10,,120,104,83,10,16872,398,212,18,6076,22,55,66,407,179,242,99,2551,429,11,6308,1074,1237,1512,70,1394,6819,42,12,932,60,253,51,26,28,109,87,1423,27,27136,11,447,4874,1938,50,21,58,13,49,4792,115436,890,288,41747,23,19,24,430047,160,10,36,760,51,,815,264,102,677,115,11,37,1139,303,9650,,585,163,42720,172,53,212,8183,,72,3101,4645,1623,12,45,107,84,18,328,597,13,41,577,3874,1484,72,12,69,55,325,29401,23,14,8793,48,183,367,25,15,12,70,310,559,10,9195,2091,8730,549,1705,300,34301,10,927,73,100,277,32,289,27,28,32,32,,75,110,10,,120,104,83,10,16872,398,212,18,6076,22,55,66,407,179,242,99,2551,429,11,6308,1074,1237,1512,70,1394,6819,42,12,932,60,253,51,26,28,109,87,1423,27,27136,11,447,4874,1938,50,21,58,13,49,4792,115436,890,288,41747,23,19,24,430047,160,10
2020/6/15,471,36,767,51,,833,269,102,677,119,11,42,1171,308,9655,,611,163,43332,174,53,212,8218,,73,3323,4645,1670,12,45,107,84,18,329,597,13,43,592,3896,1575,74,12,69,57,326,29410,23,14,8801,54,183,384,25,15,12,70,312,562,10,9520,2134,8837,607,1706,300,34345,10,927,77,103,277,32,296,27,28,32,32,10,75,110,10,,121,104,87,10,17141,406,212,19,6078,22,55,66,420,188,242,104,2729,437,11,6688,1088,1247,1517,73,1410,6938,42,12,972,60,254,51,26,28,109,88,1480,27,27136,11,459,4874,1938,50,21,58,13,49,4807,115732,899,289,41783,23,19,25,433391,164,11,36,767,51,,833,269,102,677,119,11,42,1171,308,9655,,611,163,43332,174,53,212,8218,,73,3323,4645,1670,12,45,107,84,18,329,597,13,43,592,3896,1575,74,12,69,57,326,29410,23,14,8801,54,183,384,25,15,12,70,312,562,10,9520,2134,8837,607,1706,300,34345,10,927,77,103,277,32,296,27,28,32,32,10,75,110,10,,121,104,87,10,17141,406,212,19,6078,22,55,66,420,188,242,104,2729,437,11,6688,1088,1247,1517,73,1410,6938,42,12,972,60,254,51,26,28,109,88,1480,27,27136,11,459,4874,1938,50,21,58,13,49,4807,115732,899,289,41783,23,19,25,433391,164,11
2020/6/16,478,36,777,51,,854,285,102,678,122,11,46,1209,312,9661,,632,165,43959,176,53,276,8228,,73,3362,4645,1808,12,46,107,84,18,330,598,13,43,605,3929,1672,74,12,69,60,326,29439,27,14,8807,54,184,399,26,15,12,76,322,563,10,9900,2198,8950,652,1706,302,34371,10,929,81,104,278,33,298,28,28,32,33,10,76,110,10,,121,104,91,10,17580,411,212,19,6084,22,55,66,424,193,242,108,2839,448,12,6860,1098,1256,1520,76,1427,7081,42,12,1011,64,255,51,26,28,109,88,1568,27,27136,11,468,4891,1939,50,21,58,13,49,4825,116127,911,291,41821,23,19,26,436899,208,11,36,777,51,,854,285,102,678,122,11,46,1209,312,9661,,632,165,43959,176,53,276,8228,,73,3362,4645,1808,12,46,107,84,18,330,598,13,43,605,3929,1672,74,12,69,60,326,29439,27,14,8807,54,184,399,26,15,12,76,322,563,10,9900,2198,8950,652,1706,302,34371,10,929,81,104,278,33,298,28,28,32,33,10,76,110,10,,121,104,91,10,17580,411,212,19,6084,22,55,66,424,193,242,108,2839,448,12,6860,1098,1256,1520,76,1427,7081,42,12,1011,64,255,51,26,28,109,88,1568,27,27136,11,468,4891,1939,50,21,58,13,49,4825,116127,911,291,41821,23,19,26,436899,208,11
2020/6/17,491,37,788,52,,878,293,102,681,126,11,47,1262,318,9663,,659,168,45241,181,53,276,8271,14,74,3383,4645,1808,12,46,107,84,18,331,598,13,43,615,3970,1766,76,32,69,61,326,29550,29,14,8820,58,185,418,26,15,12,80,330,565,10,11903,2231,9065,712,1709,302,34405,10,934,88,105,279,33,303,30,28,32,33,10,76,110,12,,121,104,93,10,18310,423,212,19,6089,22,64,66,455,201,242,114,2975,457,13,7056,1103,1272,1522,80,1437,7274,42,12,1052,70,256,51,26,28,109,88,1625,30,27136,11,477,4939,1954,50,21,58,13,49,4842,116963,922,293,42054,24,19,27,443685,214,11,37,788,52,,878,293,102,681,126,11,47,1262,318,9663,,659,168,45241,181,53,276,8271,14,74,3383,4645,1808,12,46,107,84,18,331,598,13,43,615,3970,1766,76,32,69,61,326,29550,29,14,8820,58,185,418,26,15,12,80,330,565,10,11903,2231,9065,712,1709,302,34405,10,934,88,105,279,33,303,30,28,32,33,10,76,110,12,,121,104,93,10,18310,423,212,19,6089,22,64,66,455,201,242,114,2975,457,13,7056,1103,1272,1522,80,1437,7274,42,12,1052,70,256,51,26,28,109,88,1625,30,27136,11,477,4939,1954,50,21,58,13,49,4842,116963,922,293,42054,24,19,27,443685,214,11
2020/6/18,504,38,799,52,,913,302,102,687,133,11,49,1305,324,9675,,679,168,46510,184,53,276,8312,18,74,3615,4645,1887,12,48,107,84,18,333,598,13,43,633,4007,1850,79,32,69,63,326,29578,30,14,8851,66,187,432,26,15,12,82,336,567,10,12237,2276,9185,773,1710,303,34448,10,935,97,107,280,33,306,31,30,32,33,10,76,110,12,,121,107,95,10,19080,433,213,20,6093,22,64,67,469,210,243,116,3093,470,13,7257,1108,1286,1523,82,1451,7468,42,12,1091,73,257,51,26,28,109,88,1674,31,27136,11,487,5041,1956,51,21,58,13,50,4861,117717,953,295,42238,24,19,28,448959,244,11,38,799,52,,913,302,102,687,133,11,49,1305,324,9675,,679,168,46510,184,53,276,8312,18,74,3615,4645,1887,12,48,107,84,18,333,598,13,43,633,4007,1850,79,32,69,63,326,29578,30,14,8851,66,187,432,26,15,12,82,336,567,10,12237,2276,9185,773,1710,303,34448,10,935,97,107,280,33,306,31,30,32,33,10,76,110,12,,121,107,95,10,19080,433,213,20,6093,22,64,67,469,210,243,116,3093,470,13,7257,1108,1286,1523,82,1451,7468,42,12,1091,73,257,51,26,28,109,88,1674,31,27136,11,487,5041,1956,51,21,58,13,50,4861,117717,953,295,42238,24,19,28,448959,244,11
2020/6/19,546,39,811,52,,948,309,102,688,139,11,55,1343,331,9683,11,697,168,47748,190,53,276,8361,19,74,3841,4645,1955,12,49,107,85,19,334,600,13,43,635,4087,1938,82,32,69,65,326,29606,32,14,8875,66,188,449,26,15,12,84,343,568,10,12573,2339,9272,856,1714,303,34514,10,935,100,117,280,33,308,31,30,32,33,10,76,110,13,,121,107,97,10,19747,444,213,22,6097,22,64,67,475,216,244,119,3229,475,13,7461,1116,1316,1524,86,1473,7650,42,12,1139,76,258,51,26,28,109,88,1737,32,27136,11,487,5053,1956,51,21,58,13,50,4882,118432,976,298,42373,24,19,28,453979,248,11,39,811,52,,948,309,102,688,139,11,55,1343,331,9683,11,697,168,47748,190,53,276,8361,19,74,3841,4645,1955,12,49,107,85,19,334,600,13,43,635,4087,1938,82,32,69,65,326,29606,32,14,8875,66,188,449,26,15,12,84,343,568,10,12573,2339,9272,856,1714,303,34514,10,935,100,117,280,33,308,31,30,32,33,10,76,110,13,,121,107,97,10,19747,444,213,22,6097,22,64,67,475,216,244,119,3229,475,13,7461,1116,1316,1524,86,1473,7650,42,12,1139,76,258,51,26,28,109,88,1737,32,27136,11,487,5053,1956,51,21,58,13,50,4882,118432,976,298,42373,24,19,28,453979,248,11
2020/6/20,548,42,825,52,,979,319,102,688,143,11,57,1388,337,9695,11,715,169,48954,193,53,282,8408,19,74,4093,4645,2046,12,49,107,85,19,335,600,13,45,647,4156,2017,86,32,69,72,326,29620,34,14,8887,70,189,483,27,17,12,87,349,568,10,12948,2373,9392,925,1714,304,34561,10,951,113,119,280,33,313,32,30,32,33,10,76,110,13,,121,108,102,10,20394,450,213,22,6100,22,64,67,487,222,244,125,3382,485,13,7461,1130,1334,1527,93,1484,7831,42,12,1184,79,259,53,26,28,109,88,1831,34,28315,11,506,5105,1956,51,21,58,13,50,4905,119124,995,300,42546,24,19,30,460069,251,11,42,825,52,,979,319,102,688,143,11,57,1388,337,9695,11,715,169,48954,193,53,282,8408,19,74,4093,4645,2046,12,49,107,85,19,335,600,13,45,647,4156,2017,86,32,69,72,326,29620,34,14,8887,70,189,483,27,17,12,87,349,568,10,12948,2373,9392,925,1714,304,34561,10,951,113,119,280,33,313,32,30,32,33,10,76,110,13,,121,108,102,10,20394,450,213,22,6100,22,64,67,487,222,244,125,3382,485,13,7461,1130,1334,1527,93,1484,7831,42,12,1184,79,259,53,26,28,109,88,1831,34,28315,11,506,5105,1956,51,21,58,13,50,4905,119124,995,300,42546,24,19,30,460069,251,11
2020/6/21,569,43,837,52,,992,332,102,688,148,11,60,1425,343,9696,11,740,169,49976,199,53,301,8466,19,74,4295,4646,2148,12,52,107,85,19,336,600,13,45,655,4156,2106,93,32,69,72,326,29636,34,14,8895,85,190,514,27,17,12,88,358,570,10,13254,2429,9507,1013,1715,305,34610,10,955,118,121,280,33,319,35,30,32,33,10,76,110,13,,121,109,108,10,20781,464,213,22,6108,22,64,67,506,233,244,128,3501,493,13,7861,1150,1346,1528,94,1500,7992,42,12,1230,82,260,53,26,28,109,88,1877,34,28322,11,521,5109,1956,52,21,58,13,50,4927,119719,1004,301,42674,25,19,33,464521,254,11,43,837,52,,992,332,102,688,148,11,60,1425,343,9696,11,740,169,49976,199,53,301,8466,19,74,4295,4646,2148,12,52,107,85,19,336,600,13,45,655,4156,2106,93,32,69,72,326,29636,34,14,8895,85,190,514,27,17,12,88,358,570,10,13254,2429,9507,1013,1715,305,34610,10,955,118,121,280,33,319,35,30,32,33,10,76,110,13,,121,109,108,10,20781,464,213,22,6108,22,64,67,506,233,244,128,3501,493,13,7861,1150,1346,1528,94,1500,7992,42,12,1230,82,260,53,26,28,109,88,1877,34,28322,11,521,5109,1956,52,21,58,13,50,4927,119719,1004,301,42674,25,19,33,464521,254,11
2020/6/22,581,44,845,52,,1011,350,102,690,154,11,63,1464,346,9696,13,773,169,50591,199,53,303,8482,23,74,4479,4646,2353,12,54,107,85,19,336,600,13,45,662,4223,2193,98,32,69,74,326,29643,34,14,8895,85,190,531,27,17,12,88,363,570,10,13699,2465,9623,1100,1715,306,34634,10,955,120,123,280,33,326,40,30,32,34,10,76,110,14,11,121,109,111,10,21825,473,214,23,6109,22,64,67,518,238,244,131,3590,501,13,7861,1169,1356,1530,98,1512,8101,42,12,1267,84,261,55,26,28,109,90,1930,34,28323,11,521,5111,1956,52,21,58,13,50,4950,119977,1012,302,42717,25,19,33,468397,256,11,44,845,52,,1011,350,102,690,154,11,63,1464,346,9696,13,773,169,50591,199,53,303,8482,23,74,4479,4646,2353,12,54,107,85,19,336,600,13,45,662,4223,2193,98,32,69,74,326,29643,34,14,8895,85,190,531,27,17,12,88,363,570,10,13699,2465,9623,1100,1715,306,34634,10,955,120,123,280,33,326,40,30,32,34,10,76,110,14,11,121,109,111,10,21825,473,214,23,6109,22,64,67,518,238,244,131,3590,501,13,7861,1169,1356,1530,98,1512,8101,42,12,1267,84,261,55,26,28,109,90,1930,34,28323,11,521,5111,1956,52,21,58,13,50,4950,119977,1012,302,42717,25,19,33,468397,256,11
2020/6/23,598,44,852,52,10,1043,360,102,690,161,11,65,1502,351,9696,13,820,171,51271,207,53,308,8494,30,74,4502,4646,2426,12,56,107,85,19,336,602,13,48,669,4223,2278,107,32,69,75,327,29666,39,14,8899,85,190,547,27,19,12,88,395,572,10,14011,2500,9742,1167,1717,307,34657,10,955,127,125,281,37,330,40,30,32,34,10,76,110,15,11,121,111,112,10,22584,480,214,23,6109,22,64,67,525,247,248,137,3695,521,13,8223,1177,1359,1534,99,1523,8196,42,12,1307,86,262,55,26,28,109,90,1991,35,28324,11,533,5122,1956,52,21,58,13,50,4974,120402,1022,303,42731,25,19,35,472171,257,11,44,852,52,10,1043,360,102,690,161,11,65,1502,351,9696,13,820,171,51271,207,53,308,8494,30,74,4502,4646,2426,12,56,107,85,19,336,602,13,48,669,4223,2278,107,32,69,75,327,29666,39,14,8899,85,190,547,27,19,12,88,395,572,10,14011,2500,9742,1167,1717,307,34657,10,955,127,125,281,37,330,40,30,32,34,10,76,110,15,11,121,111,112,10,22584,480,214,23,6109,22,64,67,525,247,248,137,3695,521,13,8223,1177,1359,1534,99,1523,8196,42,12,1307,86,262,55,26,28,109,90,1991,35,28324,11,533,5122,1956,52,21,58,13,50,4974,120402,1022,303,42731,25,19,35,472171,257,11
