Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia,Zimbabwe,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia
2020/5/13,4963,876,6067,758,,6563,3538,6980,15961,2693,,5531,16660,24873,53779,327,2964,2158,178214,141,2023,766,180,,267,122,2689,72419,143,357,31721,84458,12272,,804,1857,2207,1804,903,8221,10789,712,1256,10900,30419,10093,998,439,,1746,184,261,6003,178349,863,642,173171,5127,148,2744,1199,2298,820,113,209,2080,3313,1801,74292,14749,110767,2913,23242,16529,221216,507,15968,576,5279,715,10962,919,10277,1037,950,870,211,,1491,3894,186,,6742,904,730,506,,332,38324,5154,,324,6418,104,217,43183,1497,,854,4787,1674,8157,3721,35298,8783,737,72059,11350,16921,27913,25149,15778,232243,286,638,208,42925,1995,10243,338,24671,1465,1461,1170,11350,194,228030,889,1661,,27272,30380,,729,509,3017,199,116,1032,141475,1374914,129,16023,19661,227593,717,2519,423,288,375,4268247,,441,,876,6067,758,,6563,3538,6980,15961,2693,,5531,16660,24873,53779,327,2964,2158,178214,141,2023,766,180,,267,122,2689,72419,143,357,31721,84458,12272,,804,1857,2207,1804,903,8221,10789,712,1256,10900,30419,10093,998,439,,1746,184,261,6003,178349,863,642,173171,5127,148,2744,1199,2298,820,113,209,2080,3313,1801,74292,14749,110767,2913,23242,16529,221216,507,15968,576,5279,715,10962,919,10277,1037,950,870,211,,1491,3894,186,,6742,904,730,506,,332,38324,5154,,324,6418,104,217,43183,1497,,854,4787,1674,8157,3721,35298,8783,737,72059,11350,16921,27913,25149,15778,232243,286,638,208,42925,1995,10243,338,24671,1465,1461,1170,11350,194,228030,889,1661,,27272,30380,,729,509,3017,199,116,1032,141475,1374914,129,16023,19661,227593,717,2519,423,288,375,4268247,,441
2020/5/14,5226,880,6253,760,,6879,3718,6989,15997,2758,,5816,17822,25825,53981,327,3148,2181,190137,141,2069,773,181,,289,122,2800,73568,143,372,34381,84464,12930,,815,1912,2213,1810,905,8269,10865,712,1268,11196,30486,10431,1037,522,,1751,187,263,6054,178184,1004,647,174098,5408,147,2760,1342,2374,836,113,234,2255,3341,1802,78055,15438,112725,3032,23401,16548,222104,509,16049,582,5417,737,10991,919,11028,1044,951,878,213,,1505,3904,212,,6779,955,758,508,,332,40186,5406,,324,6512,104,250,43410,1497,,860,4971,1694,8175,4019,35788,8944,740,76306,11618,17204,28132,26539,16002,242271,287,643,220,44830,2105,10295,387,25346,1469,1463,1219,12074,203,228691,915,1818,,27909,30413,,801,509,3017,219,116,1032,143114,1396109,139,16425,20386,230838,719,2612,423,288,375,4353211,,446,,880,6253,760,,6879,3718,6989,15997,2758,,5816,17822,25825,53981,327,3148,2181,190137,141,2069,773,181,,289,122,2800,73568,143,372,34381,84464,12930,,815,1912,2213,1810,905,8269,10865,712,1268,11196,30486,10431,1037,522,,1751,187,263,6054,178184,1004,647,174098,5408,147,2760,1342,2374,836,113,234,2255,3341,1802,78055,15438,112725,3032,23401,16548,222104,509,16049,582,5417,737,10991,919,11028,1044,951,878,213,,1505,3904,212,,6779,955,758,508,,332,40186,5406,,324,6512,104,250,43410,1497,,860,4971,1694,8175,4019,35788,8944,740,76306,11618,17204,28132,26539,16002,242271,287,643,220,44830,2105,10295,387,25346,1469,1463,1219,12074,203,228691,915,1818,,27909,30413,,801,509,3017,219,116,1032,143114,1396109,139,16425,20386,230838,719,2612,423,288,375,4353211,,446
2020/5/15,5639,898,6442,761,,7134,3860,7019,16058,2879,,6198,18863,26772,54288,339,3372,2218,203165,141,2100,773,181,,315,122,2954,74781,143,399,37040,84469,13610,,830,1971,2221,1830,907,8351,10911,712,1284,11320,30502,10829,1112,583,,1758,187,272,6145,178994,1104,667,174478,5530,147,2770,1518,2473,913,113,273,2318,3380,1802,81997,16006,114533,3143,23827,16579,223096,509,16120,586,5571,758,11018,944,11975,1082,962,886,215,,1511,3915,230,,6819,982,779,522,,332,42595,5553,,324,6607,115,249,43680,1498,,876,5162,1723,8196,4341,38799,9118,754,80604,11876,17615,28319,28272,16247,252245,287,648,235,46869,2189,10374,408,26098,1477,1464,1284,12739,203,229540,925,1818,,28582,30463,,907,509,3018,238,116,1032,144749,1423726,160,16847,21084,234293,724,2645,455,312,375,4451126,,654,,898,6442,761,,7134,3860,7019,16058,2879,,6198,18863,26772,54288,339,3372,2218,203165,141,2100,773,181,,315,122,2954,74781,143,399,37040,84469,13610,,830,1971,2221,1830,907,8351,10911,712,1284,11320,30502,10829,1112,583,,1758,187,272,6145,178994,1104,667,174478,5530,147,2770,1518,2473,913,113,273,2318,3380,1802,81997,16006,114533,3143,23827,16579,223096,509,16120,586,5571,758,11018,944,11975,1082,962,886,215,,1511,3915,230,,6819,982,779,522,,332,42595,5553,,324,6607,115,249,43680,1498,,876,5162,1723,8196,4341,38799,9118,754,80604,11876,17615,28319,28272,16247,252245,287,648,235,46869,2189,10374,408,26098,1477,1464,1284,12739,203,229540,925,1818,,28582,30463,,907,509,3018,238,116,1032,144749,1423726,160,16847,21084,234293,724,2645,455,312,375,4451126,,654
2020/5/16,6053,916,6629,761,,7479,4044,7035,16109,2980,,6583,20065,27730,54644,339,3577,2236,220291,141,2138,780,182,,326,122,3105,75959,301,428,39542,84478,14216,,843,2017,2222,1840,910,8406,10989,712,1309,11739,31467,11228,1210,594,,1766,190,287,6228,179630,1209,671,175233,5638,147,2810,1643,2473,913,116,310,2460,3417,1802,85784,16496,116635,3193,23956,16589,223885,511,16203,596,5689,781,11037,944,12860,1111,970,891,219,,1523,3923,238,,6855,1031,806,532,,332,45032,5745,,324,6652,119,267,43880,1498,,885,5450,1740,8219,4625,38799,9268,759,84495,12091,18016,28583,29425,16437,262843,287,652,235,49176,2310,10438,447,26891,1480,1465,1284,13524,236,230183,935,1964,,29207,30514,,1118,509,3025,263,116,1035,146457,1449026,203,17330,21831,237857,732,2686,459,314,375,4548549,106,654,,916,6629,761,,7479,4044,7035,16109,2980,,6583,20065,27730,54644,339,3577,2236,220291,141,2138,780,182,,326,122,3105,75959,301,428,39542,84478,14216,,843,2017,2222,1840,910,8406,10989,712,1309,11739,31467,11228,1210,594,,1766,190,287,6228,179630,1209,671,175233,5638,147,2810,1643,2473,913,116,310,2460,3417,1802,85784,16496,116635,3193,23956,16589,223885,511,16203,596,5689,781,11037,944,12860,1111,970,891,219,,1523,3923,238,,6855,1031,806,532,,332,45032,5745,,324,6652,119,267,43880,1498,,885,5450,1740,8219,4625,38799,9268,759,84495,12091,18016,28583,29425,16437,262843,287,652,235,49176,2310,10438,447,26891,1480,1465,1284,13524,236,230183,935,1964,,29207,30514,,1118,509,3025,263,116,1035,146457,1449026,203,17330,21831,237857,732,2686,459,314,375,4548549,106,654
2020/5/17,6402,933,6821,761,,7805,4283,7044,16201,3138,,6747,20995,28681,54989,339,3826,2267,233511,141,2175,782,182,,328,122,3105,77206,327,474,41428,84484,14939,,853,2061,2224,1862,914,8455,11056,712,1331,12110,32763,11719,1265,594,,1770,202,306,6286,179630,1320,683,175752,5735,147,2819,1763,2658,969,117,358,2565,3473,1802,90648,17025,118392,3260,24048,16608,224760,517,16237,607,5850,830,11050,944,13802,1117,997,902,223,,1534,3930,283,,6872,1078,835,546,,332,47144,5934,135,324,6741,129,291,44070,1499,,889,5621,1762,8237,5029,40151,9449,778,88541,12305,18257,28810,30972,16704,272043,289,653,235,52016,2429,10496,462,27356,1493,1465,1357,14355,236,230698,960,2289,,29677,30572,,1322,509,3025,298,116,1037,148067,1474127,227,17858,22627,241314,733,2738,504,318,376,4641727,122,679,,933,6821,761,,7805,4283,7044,16201,3138,,6747,20995,28681,54989,339,3826,2267,233511,141,2175,782,182,,328,122,3105,77206,327,474,41428,84484,14939,,853,2061,2224,1862,914,8455,11056,712,1331,12110,32763,11719,1265,594,,1770,202,306,6286,179630,1320,683,175752,5735,147,2819,1763,2658,969,117,358,2565,3473,1802,90648,17025,118392,3260,24048,16608,224760,517,16237,607,5850,830,11050,944,13802,1117,997,902,223,,1534,3930,283,,6872,1078,835,546,,332,47144,5934,135,324,6741,129,291,44070,1499,,889,5621,1762,8237,5029,40151,9449,778,88541,12305,18257,28810,30972,16704,272043,289,653,235,52016,2429,10496,462,27356,1493,1465,1357,14355,236,230698,960,2289,,29677,30572,,1322,509,3025,298,116,1037,148067,1474127,227,17858,22627,241314,733,2738,504,318,376,4641727,122,679
2020/5/18,6664,946,7019,761,,8068,4472,7054,16242,3274,,6956,22268,29650,55280,339,4088,2290,241080,141,2211,796,184,,328,122,3105,78332,327,503,43781,84494,15574,,863,2109,2226,1872,916,8475,11125,712,1401,12314,33182,12229,1338,594,,1774,203,317,6347,179693,1320,695,176369,5735,147,2834,1763,2658,990,117,456,2646,3509,1802,95698,17514,120198,3404,24112,16617,225435,520,16285,613,6157,887,11065,955,14850,1138,1008,911,226,,1541,3945,304,,6894,1094,860,553,,332,49219,6060,136,324,6870,137,295,44195,1499,,904,5959,1792,8249,5186,42125,9606,786,92273,12513,18529,29036,32604,16871,281752,292,654,235,54752,2480,10610,505,28038,1494,1466,1421,15515,290,230698,981,2289,,30143,30587,,1524,509,3028,301,116,1037,149435,1493131,227,18291,23358,244848,734,2753,541,320,381,4721968,128,753,,946,7019,761,,8068,4472,7054,16242,3274,,6956,22268,29650,55280,339,4088,2290,241080,141,2211,796,184,,328,122,3105,78332,327,503,43781,84494,15574,,863,2109,2226,1872,916,8475,11125,712,1401,12314,33182,12229,1338,594,,1774,203,317,6347,179693,1320,695,176369,5735,147,2834,1763,2658,990,117,456,2646,3509,1802,95698,17514,120198,3404,24112,16617,225435,520,16285,613,6157,887,11065,955,14850,1138,1008,911,226,,1541,3945,304,,6894,1094,860,553,,332,49219,6060,136,324,6870,137,295,44195,1499,,904,5959,1792,8249,5186,42125,9606,786,92273,12513,18529,29036,32604,16871,281752,292,654,235,54752,2480,10610,505,28038,1494,1466,1421,15515,290,230698,981,2289,,30143,30587,,1524,509,3028,301,116,1037,149435,1493131,227,18291,23358,244848,734,2753,541,320,381,4721968,128,753
2020/5/19,7072,948,7201,761,,8371,4823,7068,16269,3387,,7184,23870,30572,55559,339,4263,2304,255368,141,2235,796,191,,328,122,3529,79411,327,519,46059,84503,16295,,866,2119,2228,1881,917,8586,11166,712,1518,12725,33582,12764,1413,719,,1784,205,352,6380,180051,1432,701,176551,5735,147,2836,1912,2796,1032,124,533,2798,3535,1802,100328,18010,122492,3554,24200,16643,225886,520,16305,629,6751,912,11078,955,15691,1216,1009,931,229,,1547,3947,322,,6941,1106,874,558,,332,51633,6138,140,324,6952,145,375,44341,1499,,909,6175,1817,8257,5379,43966,9726,788,94933,12718,18885,29209,33969,17036,290678,297,654,246,57345,2544,10699,519,28343,1495,1466,1455,16433,290,231606,992,2591,,30377,30597,,1729,509,3031,330,116,1043,150593,1514839,248,18616,24190,247562,737,2791,618,324,388,4810315,130,761,,948,7201,761,,8371,4823,7068,16269,3387,,7184,23870,30572,55559,339,4263,2304,255368,141,2235,796,191,,328,122,3529,79411,327,519,46059,84503,16295,,866,2119,2228,1881,917,8586,11166,712,1518,12725,33582,12764,1413,719,,1784,205,352,6380,180051,1432,701,176551,5735,147,2836,1912,2796,1032,124,533,2798,3535,1802,100328,18010,122492,3554,24200,16643,225886,520,16305,629,6751,912,11078,955,15691,1216,1009,931,229,,1547,3947,322,,6941,1106,874,558,,332,51633,6138,140,324,6952,145,375,44341,1499,,909,6175,1817,8257,5379,43966,9726,788,94933,12718,18885,29209,33969,17036,290678,297,654,246,57345,2544,10699,519,28343,1495,1466,1455,16433,290,231606,992,2591,,30377,30597,,1729,509,3031,330,116,1043,150593,1514839,248,18616,24190,247562,737,2791,618,324,388,4810315,130,761
2020/5/20,7653,949,7377,761,,8809,5041,7072,16321,3518,,7532,25121,31508,55791,130,4481,2321,271885,141,2259,796,193,,335,122,3529,80493,366,545,49579,84503,16935,,882,2153,2232,1887,918,8647,11242,712,1618,13223,34151,13484,1498,825,,1791,208,365,6399,180933,1502,707,177778,6096,147,2840,2133,2863,1038,125,533,2955,3556,1802,106475,18496,124603,3611,24251,16659,226699,520,16367,649,6751,963,11110,989,16764,1243,1012,954,233,,1562,3958,326,,6978,1143,901,569,131,332,54346,6340,140,324,7023,146,402,44449,1503,254,914,6401,1839,8267,5671,45898,9867,829,99483,12942,19268,29432,35606,17191,299941,308,655,251,59854,2617,10733,534,28794,1495,1467,1502,17200,290,232037,1027,2728,,30799,30618,,1936,509,3033,338,116,1044,151615,1535337,260,18876,25063,249991,738,2855,749,324,391,4906193,167,772,,949,7377,761,,8809,5041,7072,16321,3518,,7532,25121,31508,55791,130,4481,2321,271885,141,2259,796,193,,335,122,3529,80493,366,545,49579,84503,16935,,882,2153,2232,1887,918,8647,11242,712,1618,13223,34151,13484,1498,825,,1791,208,365,6399,180933,1502,707,177778,6096,147,2840,2133,2863,1038,125,533,2955,3556,1802,106475,18496,124603,3611,24251,16659,226699,520,16367,649,6751,963,11110,989,16764,1243,1012,954,233,,1562,3958,326,,6978,1143,901,569,131,332,54346,6340,140,324,7023,146,402,44449,1503,254,914,6401,1839,8267,5671,45898,9867,829,99483,12942,19268,29432,35606,17191,299941,308,655,251,59854,2617,10733,534,28794,1495,1467,1502,17200,290,232037,1027,2728,,30799,30618,,1936,509,3033,338,116,1044,151615,1535337,260,18876,25063,249991,738,2855,749,324,391,4906193,167,772
2020/5/21,8145,964,7542,762,,9283,5271,7081,16353,3631,,7888,26738,32426,55983,130,4919,2338,291579,141,2292,809,199,,349,122,3733,81575,418,565,53617,84503,17687,,897,2231,2234,1900,922,8721,11315,712,1828,13477,34854,14229,1571,890,,1794,217,389,6443,181700,1567,713,178473,6269,149,2850,2265,2863,1089,125,596,2955,3598,1803,112028,19189,126949,3724,24315,16667,227364,529,16367,672,6969,1029,11122,989,17568,1270,1016,961,238,,1577,3971,371,,7009,1186,931,584,141,332,56594,6553,140,324,7133,156,427,44647,1503,254,920,6677,1858,8281,6043,48091,9977,833,104020,13221,19739,29660,37097,17387,308705,314,656,251,62545,2714,10833,570,29364,1496,1468,1573,18003,290,232555,1028,2728,,31523,30658,,2140,509,3034,340,116,1045,152587,1558949,264,19230,26004,249470,746,2939,824,324,398,5005761,184,832,,964,7542,762,,9283,5271,7081,16353,3631,,7888,26738,32426,55983,130,4919,2338,291579,141,2292,809,199,,349,122,3733,81575,418,565,53617,84503,17687,,897,2231,2234,1900,922,8721,11315,712,1828,13477,34854,14229,1571,890,,1794,217,389,6443,181700,1567,713,178473,6269,149,2850,2265,2863,1089,125,596,2955,3598,1803,112028,19189,126949,3724,24315,16667,227364,529,16367,672,6969,1029,11122,989,17568,1270,1016,961,238,,1577,3971,371,,7009,1186,931,584,141,332,56594,6553,140,324,7133,156,427,44647,1503,254,920,6677,1858,8281,6043,48091,9977,833,104020,13221,19739,29660,37097,17387,308705,314,656,251,62545,2714,10833,570,29364,1496,1468,1573,18003,290,232555,1028,2728,,31523,30658,,2140,509,3034,340,116,1045,152587,1558949,264,19230,26004,249470,746,2939,824,324,398,5005761,184,832
2020/5/22,8676,969,7728,762,,9931,5606,7095,16404,3749,,8174,28511,33371,56235,135,5187,2350,310087,141,2331,812,199,,356,123,4288,82742,436,588,57581,84503,18330,,903,2301,2237,1908,923,8754,11380,712,2047,13657,35306,15003,1640,903,,1800,220,399,6493,181951,1567,721,179021,6269,151,2853,2512,3067,1109,127,734,3204,3641,1803,118226,20162,129341,3877,24391,16683,228006,534,16424,684,7234,1109,11142,1003,18609,1313,1025,1024,240,,1593,3980,405,,7059,1216,947,599,173,332,59567,6704,140,324,7211,162,457,44900,1504,279,924,7016,1898,8309,6370,50694,10116,836,108769,13434,20143,29912,38651,17585,317554,320,658,251,65077,2812,10919,585,29812,1502,1468,1594,19137,481,233037,1055,3138,,32172,30694,,2350,509,3037,354,116,1046,153548,1584486,160,19706,26898,252095,749,2964,882,324,423,5112366,197,866,,969,7728,762,,9931,5606,7095,16404,3749,,8174,28511,33371,56235,135,5187,2350,310087,141,2331,812,199,,356,123,4288,82742,436,588,57581,84503,18330,,903,2301,2237,1908,923,8754,11380,712,2047,13657,35306,15003,1640,903,,1800,220,399,6493,181951,1567,721,179021,6269,151,2853,2512,3067,1109,127,734,3204,3641,1803,118226,20162,129341,3877,24391,16683,228006,534,16424,684,7234,1109,11142,1003,18609,1313,1025,1024,240,,1593,3980,405,,7059,1216,947,599,173,332,59567,6704,140,324,7211,162,457,44900,1504,279,924,7016,1898,8309,6370,50694,10116,836,108769,13434,20143,29912,38651,17585,317554,320,658,251,65077,2812,10919,585,29812,1502,1468,1594,19137,481,233037,1055,3138,,32172,30694,,2350,509,3037,354,116,1046,153548,1584486,160,19706,26898,252095,749,2964,882,324,423,5112366,197,866
2020/5/23,9216,981,7918,762,,10649,5928,7099,16436,3855,,8414,30205,34303,56511,135,5579,2372,330890,141,2372,814,199,,362,123,4400,83947,479,611,61857,84522,19131,,911,2341,2243,1916,927,8813,11428,712,2270,13989,35828,15786,1725,960,,1807,225,433,6537,182354,1728,723,179710,6486,151,2874,2743,3067,1114,127,812,3477,3678,1803,124794,20796,131652,3964,24506,16690,228658,544,16513,700,7919,1161,11165,1004,19564,1350,1030,1086,249,,1604,3981,448,,7137,1274,969,600,200,332,62527,6847,141,324,7332,164,516,45088,1504,279,937,7261,1921,8332,6794,52437,10267,838,111698,13597,20619,30200,40481,17712,326448,321,661,251,67719,2909,11024,606,30426,1503,1468,1594,20125,563,234824,1068,3378,,32809,30707,,2551,509,3037,363,116,1048,154500,1608623,175,20148,27892,255393,753,3028,944,324,423,5220585,209,920,,981,7918,762,,10649,5928,7099,16436,3855,,8414,30205,34303,56511,135,5579,2372,330890,141,2372,814,199,,362,123,4400,83947,479,611,61857,84522,19131,,911,2341,2243,1916,927,8813,11428,712,2270,13989,35828,15786,1725,960,,1807,225,433,6537,182354,1728,723,179710,6486,151,2874,2743,3067,1114,127,812,3477,3678,1803,124794,20796,131652,3964,24506,16690,228658,544,16513,700,7919,1161,11165,1004,19564,1350,1030,1086,249,,1604,3981,448,,7137,1274,969,600,200,332,62527,6847,141,324,7332,164,516,45088,1504,279,937,7261,1921,8332,6794,52437,10267,838,111698,13597,20619,30200,40481,17712,326448,321,661,251,67719,2909,11024,606,30426,1503,1468,1594,20125,563,234824,1068,3378,,32809,30707,,2551,509,3037,363,116,1048,154500,1608623,175,20148,27892,255393,753,3028,944,324,423,5220585,209,920
2020/5/24,9998,989,8113,762,,11353,6302,7114,16486,3982,100,8802,32078,35244,56810,135,5915,2391,347398,141,2408,814,201,,371,124,4400,85151,552,648,65393,84525,20177,,918,2366,2243,1931,927,8890,11487,712,2270,14422,36258,16513,1819,960,,1821,238,494,6568,182694,1934,728,179986,6617,152,2876,3054,3176,1114,127,865,3477,3713,1804,131423,21745,133521,4272,24582,16712,229327,550,16536,704,7919,1192,11190,1025,20464,1365,1046,1097,255,,1616,3990,488,,7185,1313,1015,609,227,332,65856,6994,141,324,7406,168,584,45265,1504,279,943,7526,1941,8346,7257,54601,10577,850,115754,13777,20931,30471,42213,17857,335882,325,665,251,70161,2976,11092,621,31068,1504,1468,1594,21343,655,235290,1089,3628,,33188,30725,,2738,509,3040,373,116,1048,155686,1630450,198,20580,28704,258352,764,3115,1010,325,423,5321022,212,920,,989,8113,762,,11353,6302,7114,16486,3982,100,8802,32078,35244,56810,135,5915,2391,347398,141,2408,814,201,,371,124,4400,85151,552,648,65393,84525,20177,,918,2366,2243,1931,927,8890,11487,712,2270,14422,36258,16513,1819,960,,1821,238,494,6568,182694,1934,728,179986,6617,152,2876,3054,3176,1114,127,865,3477,3713,1804,131423,21745,133521,4272,24582,16712,229327,550,16536,704,7919,1192,11190,1025,20464,1365,1046,1097,255,,1616,3990,488,,7185,1313,1015,609,227,332,65856,6994,141,324,7406,168,584,45265,1504,279,943,7526,1941,8346,7257,54601,10577,850,115754,13777,20931,30471,42213,17857,335882,325,665,251,70161,2976,11092,621,31068,1504,1468,1594,21343,655,235290,1089,3628,,33188,30725,,2738,509,3040,373,116,1048,155686,1630450,198,20580,28704,258352,764,3115,1010,325,423,5321022,212,920
2020/5/25,10582,998,8306,762,,12076,6661,7114,16503,4122,100,9138,33610,36198,57092,191,6263,2401,363211,141,2427,814,201,,380,124,4890,86106,604,675,69102,84536,21175,,930,2376,2244,1941,935,8955,11559,712,2270,14801,36756,17265,1915,960,,1823,250,582,6579,182709,1934,730,180328,6683,154,2878,3424,3275,1114,135,865,3950,3741,1804,138536,22271,135701,4469,24639,16717,229858,552,16550,708,8531,1214,11206,1032,21302,1403,1047,1114,265,,1623,3992,527,,7245,1371,1030,610,237,334,68620,7093,141,324,7433,194,603,45437,1504,279,945,7839,1978,8352,7770,56349,10926,862,119959,14035,21326,30623,43714,18070,344481,327,665,251,72560,3047,11159,707,31616,1509,1468,1594,22583,655,235772,1141,3820,,33459,30736,,2929,509,3040,381,116,1051,156827,1651239,198,20986,29485,260762,769,3164,1121,325,423,5417354,222,920,,998,8306,762,,12076,6661,7114,16503,4122,100,9138,33610,36198,57092,191,6263,2401,363211,141,2427,814,201,,380,124,4890,86106,604,675,69102,84536,21175,,930,2376,2244,1941,935,8955,11559,712,2270,14801,36756,17265,1915,960,,1823,250,582,6579,182709,1934,730,180328,6683,154,2878,3424,3275,1114,135,865,3950,3741,1804,138536,22271,135701,4469,24639,16717,229858,552,16550,708,8531,1214,11206,1032,21302,1403,1047,1114,265,,1623,3992,527,,7245,1371,1030,610,237,334,68620,7093,141,324,7433,194,603,45437,1504,279,945,7839,1978,8352,7770,56349,10926,862,119959,14035,21326,30623,43714,18070,344481,327,665,251,72560,3047,11159,707,31616,1509,1468,1594,22583,655,235772,1141,3820,,33459,30736,,2929,509,3040,381,116,1051,156827,1651239,198,20986,29485,260762,769,3164,1121,325,423,5417354,222,920
2020/5/26,11173,1004,8503,763,,12628,7113,7126,16539,4271,100,9171,35585,37144,57342,191,6660,2406,374898,141,2433,832,203,,390,124,4890,87119,652,687,73997,84543,21981,,951,2423,2244,1947,937,9002,11586,712,2468,15073,37355,17967,1983,1043,,1824,256,655,6599,183067,2135,731,180600,6808,154,2882,3760,3275,1178,137,958,4189,3756,1804,144950,22750,137724,4632,24698,16734,230158,556,16581,711,8969,1286,11225,1038,21967,1433,1049,1119,265,,1635,3993,542,101,7417,1395,1059,611,262,334,71105,7147,141,324,7532,209,682,45647,1504,279,951,8068,1999,8364,7770,57705,11183,865,123979,14319,21631,30788,45465,18283,353427,336,666,299,74795,3130,11193,735,31960,1511,1469,1689,23615,806,235400,1182,3976,,33843,30746,106,3100,509,3042,386,116,1051,157814,1670209,222,21245,30307,262393,787,3189,1177,326,423,5504324,233,920,,1004,8503,763,,12628,7113,7126,16539,4271,100,9171,35585,37144,57342,191,6660,2406,374898,141,2433,832,203,,390,124,4890,87119,652,687,73997,84543,21981,,951,2423,2244,1947,937,9002,11586,712,2468,15073,37355,17967,1983,1043,,1824,256,655,6599,183067,2135,731,180600,6808,154,2882,3760,3275,1178,137,958,4189,3756,1804,144950,22750,137724,4632,24698,16734,230158,556,16581,711,8969,1286,11225,1038,21967,1433,1049,1119,265,,1635,3993,542,101,7417,1395,1059,611,262,334,71105,7147,141,324,7532,209,682,45647,1504,279,951,8068,1999,8364,7770,57705,11183,865,123979,14319,21631,30788,45465,18283,353427,336,666,299,74795,3130,11193,735,31960,1511,1469,1689,23615,806,235400,1182,3976,,33843,30746,106,3100,509,3042,386,116,1051,157814,1670209,222,21245,30307,262393,787,3189,1177,326,423,5504324,233,920
